Date,Close,Predictions
2012-07-10,1341.469970703125,1344.5826
2012-07-11,1341.449951171875,1334.9224
2012-07-12,1334.760009765625,1334.359
2012-07-13,1356.780029296875,1327.8354
2012-07-16,1353.6400146484375,1347.7217
2012-07-17,1363.6700439453125,1345.0942
2012-07-18,1372.780029296875,1353.8966
2012-07-19,1376.510009765625,1362.2649
2012-07-20,1362.6600341796875,1366.7302
2012-07-23,1350.52001953125,1354.0388
2012-07-24,1338.31005859375,1342.8921
2012-07-25,1337.8900146484375,1331.8234
2012-07-26,1360.02001953125,1331.3683
2012-07-27,1385.969970703125,1351.2222
2012-07-30,1385.300048828125,1374.9379
2012-07-31,1379.3199462890625,1374.3297
2012-08-01,1375.3199462890625,1368.6987
2012-08-02,1365.0,1365.8302
2012-08-03,1390.989990234375,1357.3727
2012-08-06,1394.22998046875,1380.695
2012-08-07,1401.3499755859375,1384.3169
2012-08-08,1402.219970703125,1390.417
2012-08-09,1402.800048828125,1391.0858
2012-08-10,1405.8699951171875,1392.6155
2012-08-13,1404.1099853515625,1395.5492
2012-08-14,1403.9300537109375,1394.3351
2012-08-15,1405.530029296875,1394.1194
2012-08-16,1415.510009765625,1395.6056
2012-08-17,1418.1600341796875,1404.7842
2012-08-20,1418.1300048828125,1407.4435
2012-08-21,1413.1700439453125,1407.4302
2012-08-22,1413.489990234375,1403.0349
2012-08-23,1402.0799560546875,1403.5245
2012-08-24,1411.1300048828125,1393.3589
2012-08-27,1410.43994140625,1401.1139
2012-08-28,1409.300048828125,1400.7275
2012-08-29,1410.489990234375,1399.5706
2012-08-30,1399.47998046875,1400.2123
2012-08-31,1406.5799560546875,1390.6459
2012-09-04,1404.93994140625,1396.6403
2012-09-05,1403.43994140625,1395.4635
2012-09-06,1432.1199951171875,1393.9994
2012-09-07,1437.9200439453125,1419.4052
2012-09-10,1429.0799560546875,1425.9088
2012-09-11,1433.56005859375,1417.9117
2012-09-12,1436.56005859375,1421.638
2012-09-13,1459.989990234375,1425.6575
2012-09-14,1465.77001953125,1446.8683
2012-09-17,1461.18994140625,1452.6171
2012-09-18,1459.3199462890625,1448.8207
2012-09-19,1461.050048828125,1447.1854
2012-09-20,1460.260009765625,1449.5397
2012-09-21,1460.1500244140625,1449.0924
2012-09-24,1456.8900146484375,1448.782
2012-09-25,1441.5899658203125,1445.8156
2012-09-26,1433.3199462890625,1432.0349
2012-09-27,1447.1500244140625,1423.9634
2012-09-28,1440.6700439453125,1436.1334
2012-10-01,1444.489990234375,1430.7477
2012-10-02,1445.75,1433.2378
2012-10-03,1450.989990234375,1434.332
2012-10-04,1461.4000244140625,1439.5115
2012-10-05,1460.9300537109375,1448.7969
2012-10-08,1455.8800048828125,1448.9143
2012-10-09,1441.47998046875,1444.4053
2012-10-10,1432.56005859375,1431.5475
2012-10-11,1432.8399658203125,1423.3236
2012-10-12,1428.5899658203125,1423.2773
2012-10-15,1440.1300048828125,1419.2987
2012-10-16,1454.9200439453125,1428.9565
2012-10-17,1460.9100341796875,1442.3442
2012-10-18,1457.3399658203125,1448.1715
2012-10-19,1433.18994140625,1445.0581
2012-10-22,1433.8199462890625,1423.7522
2012-10-23,1413.1099853515625,1423.8867
2012-10-24,1408.75,1405.5894
2012-10-25,1412.969970703125,1400.6454
2012-10-26,1411.93994140625,1403.6256
2012-10-31,1412.1600341796875,1402.8478
2012-11-01,1427.5899658203125,1402.2007
2012-11-02,1414.199951171875,1415.9664
2012-11-05,1417.260009765625,1404.6222
2012-11-06,1428.3900146484375,1406.7346
2012-11-07,1394.530029296875,1417.0343
2012-11-08,1377.510009765625,1387.362
2012-11-09,1379.8499755859375,1370.0958
2012-11-12,1380.030029296875,1372.034
2012-11-13,1374.530029296875,1372.831
2012-11-14,1355.489990234375,1366.5228
2012-11-15,1353.3299560546875,1348.3231
2012-11-16,1359.8800048828125,1345.8906
2012-11-19,1386.8900146484375,1352.0287
2012-11-20,1387.81005859375,1376.6023
2012-11-21,1391.030029296875,1377.3977
2012-11-23,1409.1500244140625,1380.0162
2012-11-26,1406.2900390625,1396.8307
2012-11-27,1398.93994140625,1395.9143
2012-11-28,1409.9300537109375,1389.068
2012-11-29,1415.949951171875,1398.9446
2012-11-30,1416.1800537109375,1405.5107
2012-12-03,1409.4599609375,1405.7013
2012-12-04,1407.050048828125,1399.3632
2012-12-05,1409.280029296875,1397.3741
2012-12-06,1413.93994140625,1399.5828
2012-12-07,1418.0699462890625,1403.8785
2012-12-10,1418.550048828125,1407.4895
2012-12-11,1427.8399658203125,1407.9503
2012-12-12,1428.47998046875,1416.397
2012-12-13,1419.449951171875,1417.5037
2012-12-14,1413.5799560546875,1409.4884
2012-12-17,1430.3599853515625,1403.9027
2012-12-18,1446.7900390625,1419.2147
2012-12-19,1435.81005859375,1434.6044
2012-12-20,1443.68994140625,1424.898
2012-12-21,1430.1500244140625,1431.2948
2012-12-24,1426.6600341796875,1420.2213
2012-12-26,1419.8299560546875,1417.0353
2012-12-27,1418.0999755859375,1410.4827
2012-12-28,1402.4300537109375,1408.9229
2012-12-31,1426.18994140625,1394.2526
2013-01-02,1462.4200439453125,1414.9957
2013-01-03,1459.3699951171875,1448.1594
2013-01-04,1466.469970703125,1446.4541
2013-01-07,1461.8900146484375,1452.0103
2013-01-08,1457.1500244140625,1449.3668
2013-01-09,1461.02001953125,1446.1831
2013-01-10,1472.1199951171875,1449.3998
2013-01-11,1472.050048828125,1459.7026
2013-01-14,1470.6800537109375,1459.8962
2013-01-15,1472.3399658203125,1458.4757
2013-01-16,1472.6300048828125,1460.1
2013-01-17,1480.93994140625,1460.8202
2013-01-18,1485.97998046875,1468.1971
2013-01-22,1492.56005859375,1472.9935
2013-01-23,1494.81005859375,1479.0603
2013-01-24,1494.8199462890625,1481.3977
2013-01-25,1502.9599609375,1481.8047
2013-01-28,1500.1800537109375,1489.2068
2013-01-29,1507.8399658203125,1487.3711
2013-01-30,1501.9599609375,1494.0404
2013-01-31,1498.1099853515625,1489.2952
2013-02-01,1513.1700439453125,1485.8291
2013-02-04,1495.7099609375,1498.9231
2013-02-05,1511.2900390625,1484.4484
2013-02-06,1512.1199951171875,1497.0887
2013-02-07,1509.3900146484375,1498.6268
2013-02-08,1517.9300537109375,1496.547
2013-02-11,1517.010009765625,1503.4949
2013-02-12,1519.4300537109375,1503.6304
2013-02-13,1520.3299560546875,1505.6873
2013-02-14,1521.3800048828125,1506.5891
2013-02-15,1519.7900390625,1507.8148
2013-02-19,1530.93994140625,1506.4604
2013-02-20,1511.949951171875,1516.2445
2013-02-21,1502.4200439453125,1500.1666
2013-02-22,1515.5999755859375,1490.7917
2013-02-25,1487.8499755859375,1502.046
2013-02-26,1496.93994140625,1478.3839
2013-02-27,1515.989990234375,1484.3976
2013-02-28,1514.6800537109375,1501.5416
2013-03-01,1518.199951171875,1501.4462
2013-03-04,1525.199951171875,1503.5878
2013-03-05,1539.7900390625,1510.382
2013-03-06,1541.4599609375,1524.0968
2013-03-07,1544.260009765625,1526.268
2013-03-08,1551.1800537109375,1528.9547
2013-03-11,1556.219970703125,1535.5033
2013-03-12,1552.47998046875,1540.7273
2013-03-13,1554.52001953125,1537.8195
2013-03-14,1563.22998046875,1539.5464
2013-03-15,1560.699951171875,1547.4956
2013-03-18,1552.0999755859375,1545.8855
2013-03-19,1548.3399658203125,1538.17
2013-03-20,1558.7099609375,1534.5726
2013-03-21,1545.800048828125,1543.6421
2013-03-22,1556.8900146484375,1532.798
2013-03-25,1551.68994140625,1541.4475
2013-03-26,1563.77001953125,1537.5396
2013-03-27,1562.8499755859375,1547.9133
2013-03-28,1569.18994140625,1547.5184
2013-04-01,1562.1700439453125,1553.2286
2013-04-02,1570.25,1547.4816
2013-04-03,1553.68994140625,1554.4396
2013-04-04,1559.97998046875,1540.5596
2013-04-05,1553.280029296875,1545.2051
2013-04-08,1563.0699462890625,1539.6227
2013-04-09,1568.6099853515625,1547.8165
2013-04-10,1587.72998046875,1552.748
2013-04-11,1593.3699951171875,1569.6627
2013-04-12,1588.8499755859375,1575.5168
2013-04-15,1552.3599853515625,1572.342
2013-04-16,1574.5699462890625,1540.8756
2013-04-17,1552.010009765625,1558.635
2013-04-18,1541.6099853515625,1540.4236
2013-04-19,1555.25,1529.5277
2013-04-22,1562.5,1540.077
2013-04-23,1578.780029296875,1547.5669
2013-04-24,1578.7900390625,1561.2358
2013-04-25,1585.1600341796875,1561.996
2013-04-26,1582.239990234375,1567.9968
2013-04-29,1593.6099853515625,1566.2727
2013-04-30,1597.5699462890625,1576.3726
2013-05-01,1582.699951171875,1580.5275
2013-05-02,1597.5899658203125,1568.1185
2013-05-03,1614.4200439453125,1580.1113
2013-05-06,1617.5,1595.7863
2013-05-07,1625.9599609375,1599.3518
2013-05-08,1632.68994140625,1606.5692
2013-05-09,1626.6700439453125,1613.5085
2013-05-10,1633.699951171875,1609.3673
2013-05-13,1633.77001953125,1615.178
2013-05-14,1650.3399658203125,1616.0109
2013-05-15,1658.780029296875,1630.1458
2013-05-16,1650.469970703125,1638.3088
2013-05-17,1667.469970703125,1632.1342
2013-05-20,1666.2900390625,1646.1748
2013-05-21,1669.1600341796875,1646.908
2013-05-22,1655.3499755859375,1649.3806
2013-05-23,1650.510009765625,1638.0461
2013-05-24,1649.5999755859375,1633.3984
2013-05-28,1660.06005859375,1632.2524
2013-05-29,1648.3599853515625,1640.8492
2013-05-30,1654.4100341796875,1631.2714
2013-05-31,1630.739990234375,1635.4773
2013-06-03,1640.4200439453125,1615.9347
2013-06-04,1631.3800048828125,1622.6475
2013-06-05,1608.9000244140625,1615.345
2013-06-06,1622.56005859375,1595.363
2013-06-07,1643.3800048828125,1605.1018
2013-06-10,1642.81005859375,1623.7589
2013-06-11,1626.1300048828125,1624.0604
2013-06-12,1612.52001953125,1609.56
2013-06-13,1636.3599853515625,1597.5046
2013-06-14,1626.72998046875,1617.4343
2013-06-17,1639.0400390625,1610.5006
2013-06-18,1651.81005859375,1619.742
2013-06-19,1628.9300537109375,1631.3142
2013-06-20,1588.18994140625,1613.3209
2013-06-21,1592.4300537109375,1576.8527
2013-06-24,1573.0899658203125,1578.267
2013-06-25,1588.030029296875,1561.7943
2013-06-26,1603.260009765625,1572.5175
2013-06-27,1613.199951171875,1585.4417
2013-06-28,1606.280029296875,1594.7104
2013-07-01,1614.9599609375,1589.0796
2013-07-02,1614.0799560546875,1596.7329
2013-07-03,1615.4100341796875,1597.0822
2013-07-05,1631.8900146484375,1598.3529
2013-07-08,1640.4599609375,1612.403
2013-07-09,1652.3199462890625,1620.9498
2013-07-10,1652.6199951171875,1631.5621
2013-07-11,1675.02001953125,1632.9438
2013-07-12,1680.18994140625,1652.3997
2013-07-15,1682.5,1658.7107
2013-07-16,1676.260009765625,1661.4336
2013-07-17,1680.9100341796875,1656.8307
2013-07-18,1689.3699951171875,1660.9292
2013-07-19,1692.0899658203125,1668.461
2013-07-22,1695.530029296875,1671.3105
2013-07-23,1692.3900146484375,1674.3549
2013-07-24,1685.93994140625,1672.2885
2013-07-25,1690.25,1666.9523
2013-07-26,1691.6500244140625,1670.1737
2013-07-29,1685.3299560546875,1671.6469
2013-07-30,1685.9599609375,1666.3137
2013-07-31,1685.72998046875,1666.3057
2013-08-01,1706.8699951171875,1666.2517
2013-08-02,1709.6700439453125,1683.7241
2013-08-05,1707.1400146484375,1687.4683
2013-08-06,1697.3699951171875,1685.741
2013-08-07,1690.9100341796875,1677.8727
2013-08-08,1697.47998046875,1672.2745
2013-08-09,1691.4200439453125,1677.2126
2013-08-12,1689.469970703125,1672.384
2013-08-13,1694.1600341796875,1670.0006
2013-08-14,1685.3900146484375,1673.6943
2013-08-15,1661.3199462890625,1666.7655
2013-08-16,1655.8299560546875,1645.7732
2013-08-19,1646.06005859375,1639.3624
2013-08-20,1652.3499755859375,1630.5613
2013-08-21,1642.800048828125,1634.6042
2013-08-22,1656.9599609375,1626.2538
2013-08-23,1663.5,1637.2969
2013-08-26,1656.780029296875,1643.5848
2013-08-27,1630.47998046875,1638.4403
2013-08-28,1634.9599609375,1615.7264
2013-08-29,1638.1700439453125,1618.1505
2013-08-30,1632.969970703125,1621.1663
2013-09-03,1639.77001953125,1616.405
2013-09-04,1653.0799560546875,1621.2399
2013-09-05,1655.0799560546875,1633.0948
2013-09-06,1655.1700439453125,1635.6959
2013-09-09,1671.7099609375,1635.9355
2013-09-10,1683.989990234375,1650.2433
2013-09-11,1689.1300048828125,1662.0406
2013-09-12,1683.4200439453125,1667.3287
2013-09-13,1687.989990234375,1663.3247
2013-09-16,1697.5999755859375,1667.3838
2013-09-17,1704.760009765625,1676.078
2013-09-18,1725.52001953125,1682.7715
2013-09-19,1722.3399658203125,1700.4296
2013-09-20,1709.9100341796875,1699.7678
2013-09-23,1701.8399658203125,1689.8081
2013-09-24,1697.4200439453125,1682.6913
2013-09-25,1692.77001953125,1678.7069
2013-09-26,1698.6700439453125,1674.1434
2013-09-27,1691.75,1678.2498
2013-09-30,1681.550048828125,1672.6401
2013-10-01,1695.0,1663.4552
2013-10-02,1693.8699951171875,1673.8718
2013-10-03,1678.6600341796875,1673.8835
2013-10-04,1690.5,1660.836
2013-10-07,1676.1199951171875,1669.5884
2013-10-08,1655.449951171875,1658.6606
2013-10-09,1656.4000244140625,1639.9839
2013-10-10,1692.56005859375,1639.0677
2013-10-11,1703.199951171875,1669.4143
2013-10-14,1710.1400146484375,1680.0741
2013-10-15,1698.06005859375,1686.2848
2013-10-16,1721.5400390625,1677.6283
2013-10-17,1733.1500244140625,1697.2562
2013-10-18,1744.5,1708.9019
2013-10-21,1744.6600341796875,1719.1675
2013-10-22,1754.6700439453125,1720.5261
2013-10-23,1746.3800048828125,1729.5889
2013-10-24,1752.0699462890625,1724.1791
2013-10-25,1759.77001953125,1728.4714
2013-10-28,1762.1099853515625,1735.3474
2013-10-29,1771.949951171875,1737.9739
2013-10-30,1763.31005859375,1746.1531
2013-10-31,1756.5400390625,1740.3253
2013-11-01,1761.6400146484375,1734.4062
2013-11-04,1767.9300537109375,1738.1536
2013-11-05,1762.969970703125,1743.6306
2013-11-06,1770.489990234375,1739.8647
2013-11-07,1747.1500244140625,1745.5652
2013-11-08,1770.6099853515625,1727.4464
2013-11-11,1771.8900146484375,1744.6161
2013-11-12,1767.68994140625,1747.4734
2013-11-13,1782.0,1744.0431
2013-11-14,1790.6199951171875,1755.2836
2013-11-15,1798.1800537109375,1763.9305
2013-11-18,1791.530029296875,1770.8118
2013-11-19,1787.8699951171875,1766.5264
2013-11-20,1781.3699951171875,1763.5876
2013-11-21,1795.8499755859375,1758.3064
2013-11-22,1804.760009765625,1769.309
2013-11-25,1802.47998046875,1777.4122
2013-11-26,1802.75,1776.3267
2013-11-27,1807.22998046875,1776.6722
2013-11-29,1805.81005859375,1780.7507
2013-12-02,1800.9000244140625,1780.1488
2013-12-03,1795.1500244140625,1776.1198
2013-12-04,1792.81005859375,1771.1704
2013-12-05,1785.030029296875,1768.766
2013-12-06,1805.0899658203125,1762.0935
2013-12-09,1808.3699951171875,1777.2079
2013-12-10,1802.6199951171875,1781.3483
2013-12-11,1782.219970703125,1777.0674
2013-12-12,1775.5,1760.5789
2013-12-13,1775.3199462890625,1753.7037
2013-12-16,1786.5400390625,1752.6664
2013-12-17,1781.0,1761.0468
2013-12-18,1810.6500244140625,1757.0074
2013-12-19,1809.5999755859375,1780.2067
2013-12-20,1818.3199462890625,1782.212
2013-12-23,1827.989990234375,1789.4895
2013-12-24,1833.3199462890625,1798.5564
2013-12-26,1842.02001953125,1804.347
2013-12-27,1841.4000244140625,1812.0215
2013-12-30,1841.0699462890625,1812.8662
2013-12-31,1848.3599853515625,1812.9996
2014-01-02,1831.97998046875,1819.004
2014-01-03,1831.3699951171875,1806.9775
2014-01-06,1826.77001953125,1805.0015
2014-01-07,1837.8800048828125,1801.2616
2014-01-08,1837.489990234375,1809.2872
2014-01-09,1838.1300048828125,1809.6561
2014-01-10,1842.3699951171875,1810.145
2014-01-13,1819.199951171875,1813.7391
2014-01-14,1838.8800048828125,1796.0701
2014-01-15,1848.3800048828125,1809.4684
2014-01-16,1845.8900146484375,1818.5924
2014-01-17,1838.699951171875,1817.2815
2014-01-21,1843.800048828125,1811.6483
2014-01-22,1844.8599853515625,1815.54
2014-01-23,1828.4599609375,1816.8657
2014-01-24,1790.2900390625,1803.8962
2014-01-27,1781.56005859375,1771.9113
2014-01-28,1792.5,1761.1658
2014-01-29,1774.199951171875,1768.3889
2014-01-30,1794.18994140625,1753.3248
2014-01-31,1782.5899658203125,1767.0063
2014-02-03,1741.8900146484375,1759.3357
2014-02-04,1755.199951171875,1725.2725
2014-02-05,1751.6400146484375,1732.5734
2014-02-06,1773.4300537109375,1730.5668
2014-02-07,1797.02001953125,1746.9543
2014-02-10,1799.8399658203125,1767.1155
2014-02-11,1819.75,1771.8448
2014-02-12,1819.260009765625,1788.6312
2014-02-13,1829.8299560546875,1791.1603
2014-02-14,1838.6300048828125,1800.2802
2014-02-18,1840.760009765625,1808.7546
2014-02-19,1828.75,1811.7854
2014-02-20,1839.780029296875,1802.9371
2014-02-21,1836.25,1810.9324
2014-02-24,1847.6099853515625,1809.2594
2014-02-25,1845.1199951171875,1817.7135
2014-02-26,1845.1600341796875,1816.8767
2014-02-27,1854.2900390625,1816.9432
2014-02-28,1859.449951171875,1824.2919
2014-03-03,1845.72998046875,1829.3438
2014-03-04,1873.9100341796875,1819.2272
2014-03-05,1873.81005859375,1840.1473
2014-03-06,1877.030029296875,1842.9443
2014-03-07,1878.0400390625,1845.5739
2014-03-10,1877.1700439453125,1847.2349
2014-03-11,1867.6300048828125,1847.2217
2014-03-12,1868.199951171875,1839.8495
2014-03-13,1846.3399658203125,1839.3958
2014-03-14,1841.1300048828125,1822.2252
2014-03-17,1858.8299560546875,1815.689
2014-03-18,1872.25,1828.5793
2014-03-19,1860.77001953125,1840.0646
2014-03-20,1872.010009765625,1832.2129
2014-03-21,1866.52001953125,1840.4069
2014-03-24,1857.43994140625,1837.7888
2014-03-25,1865.6199951171875,1830.262
2014-03-26,1852.56005859375,1835.7542
2014-03-27,1849.0400390625,1826.2856
2014-03-28,1857.6199951171875,1822.022
2014-03-31,1872.3399658203125,1828.2504
2014-04-01,1885.52001953125,1840.2646
2014-04-02,1890.9000244140625,1851.6794
2014-04-03,1888.77001953125,1857.5536
2014-04-04,1865.0899658203125,1857.2826
2014-04-07,1845.0400390625,1839.5005
2014-04-08,1851.9599609375,1821.727
2014-04-09,1872.1800537109375,1824.8024
2014-04-10,1833.0799560546875,1840.2728
2014-04-11,1815.68994140625,1810.8386
2014-04-14,1830.6099853515625,1793.3743
2014-04-15,1842.97998046875,1803.6094
2014-04-16,1862.31005859375,1813.8873
2014-04-17,1864.8499755859375,1829.1853
2014-04-21,1871.8900146484375,1833.2766
2014-04-22,1879.550048828125,1839.9174
2014-04-23,1875.3900146484375,1847.3551
2014-04-24,1878.6099853515625,1845.4548
2014-04-25,1863.4000244140625,1847.8947
2014-04-28,1869.4300537109375,1836.702
2014-04-29,1878.3299560546875,1839.9161
2014-04-30,1883.949951171875,1847.1903
2014-05-01,1883.6800537109375,1852.1372
2014-05-02,1881.1400146484375,1852.5554
2014-05-05,1884.6600341796875,1851.0295
2014-05-06,1867.719970703125,1853.7936
2014-05-07,1878.2099609375,1841.0928
2014-05-08,1875.6300048828125,1847.4797
2014-05-09,1878.47998046875,1846.325
2014-05-12,1896.6500244140625,1848.0149
2014-05-13,1897.449951171875,1862.2424
2014-05-14,1888.530029296875,1864.8646
2014-05-15,1870.8499755859375,1858.4673
2014-05-16,1877.8599853515625,1844.4832
2014-05-19,1885.0799560546875,1848.2635
2014-05-20,1872.8299560546875,1854.0221
2014-05-21,1888.030029296875,1844.749
2014-05-22,1892.489990234375,1855.2596
2014-05-23,1900.530029296875,1860.3569
2014-05-27,1911.9100341796875,1866.9922
2014-05-28,1909.780029296875,1876.809
2014-05-29,1920.030029296875,1876.9266
2014-05-30,1923.5699462890625,1885.011
2014-06-02,1924.969970703125,1889.2213
2014-06-03,1924.239990234375,1890.9758
2014-06-04,1927.8800048828125,1890.9266
2014-06-05,1940.4599609375,1893.9
2014-06-06,1949.43994140625,1903.8461
2014-06-09,1951.27001953125,1911.9991
2014-06-10,1950.7900390625,1914.7091
2014-06-11,1943.8900146484375,1915.2064
2014-06-12,1930.1099853515625,1910.5192
2014-06-13,1936.1600341796875,1899.568
2014-06-16,1937.780029296875,1902.4799
2014-06-17,1941.989990234375,1903.8634
2014-06-18,1956.97998046875,1906.783
2014-06-19,1959.47998046875,1918.4501
2014-06-20,1962.8699951171875,1922.1978
2014-06-23,1962.6099853515625,1925.4734
2014-06-24,1949.97998046875,1926.274
2014-06-25,1959.530029296875,1917.2227
2014-06-26,1957.219970703125,1923.0634
2014-06-27,1960.9599609375,1922.188
2014-06-30,1960.22998046875,1924.4974
2014-07-01,1973.3199462890625,1924.4503
2014-07-02,1974.6199951171875,1934.2136
2014-07-03,1985.43994140625,1936.7231
2014-07-07,1977.6500244140625,1945.1498
2014-07-08,1963.7099609375,1941.1257
2014-07-09,1972.8299560546875,1930.4026
2014-07-10,1964.6800537109375,1935.7615
2014-07-11,1967.5699462890625,1930.3518
2014-07-14,1977.0999755859375,1931.1987
2014-07-15,1973.280029296875,1938.4906
2014-07-16,1981.5699462890625,1936.6824
2014-07-17,1958.1199951171875,1942.5438
2014-07-18,1978.219970703125,1926.424
2014-07-21,1973.6300048828125,1938.8237
2014-07-22,1983.530029296875,1937.4265
2014-07-23,1987.010009765625,1943.9744
2014-07-24,1987.97998046875,1947.8909
2014-07-25,1978.3399658203125,1949.3757
2014-07-28,1978.9100341796875,1942.7573
2014-07-29,1969.949951171875,1942.3414
